計費方式,資料集說明網址,分類及編號,資料集提供機關聯絡人,收錄期間(迄),計費說明網址,資料集描述,授權方式,資料名稱,收錄期間(起),計費法令依據,更新頻率,資料連結網址,編碼格式,編號,資料集類型,資料集提供機關電話,檔案格式,資料集提供機關,標籤/關鍵字,最後更新時間,主要欄位,主要欄位說明,建立日期,資料來源,備註,資料量,資料集提供機關聯絡人電子郵件
免費,,服兵役,洪子修,,無,臺北市妨害兵役案件統計,依臺北市政府資料開放使用規範,妨害兵役案件統計表,,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=271ac89a-55db-4ffe-b67a-095c469575d9,"Big5,",84,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/22 10:33,"結果,總計,合計,申報不實者,無故不依規定辦理者,無故不到者,無故不申報者,未能接受徵兵處理者,未能接受現役徵集者,捏造免役者,逾入營期限五日者,其他,合計,未規定辦理徵兵處理者,不實之記載者,詐欺財物者,要求期約或受賄者,其他,合計,未依規定傳達或通報者,反抗兵役推行者,意圖妨害兵役者,其他","結果,總計,合計,申報不實者,無故不依規定辦理者,無故不到者,無故不申報者,未能接受徵兵處理者,未能接受現役徵集者,捏造免役者,逾入營期限五日者,其他,合計,未規定辦理徵兵處理者,不實之記載者,詐欺財物者,要求期約或受賄者,其他,合計,未依規定傳達或通報者,反抗兵役推行者,意圖妨害兵役者,其他",2015/5/20 14:32,臺北市政府兵役局,,18,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,2015/4/30,無,臺北市104年4月抽籤人數統計,依臺北市政府資料開放使用規範,抽籤人數統計表,2015/4/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=d078502f-da1c-43d4-bcc9-01055fdc9e75,"Big5,",85,原始資料,02-23654361-722,"XLS,",臺北市政府兵役局,,2015/5/22 10:33,"區別年別,陸軍,海軍艦艇兵,海軍陸戰隊,空軍,常備兵抽籤合計,常備兵抽籤總計,替代役,總計","區別年別,陸軍,海軍艦艇兵,海軍陸戰隊,空軍,常備兵抽籤合計,常備兵抽籤總計,替代役,總計",2015/5/19 16:05,臺北市政府兵役局,,26,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,,無,臺北市役男徵集概況統計,依臺北市政府資料開放使用規範,役男徵集概況統計表,,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=ffbbcf56-9e86-4028-9849-acf07f093c44,"Big5,",86,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/22 10:32,"月份別,總計人數,總計梯次數,常備役人數,常備役梯次數,補充兵人數,補充兵梯次數,替代役人數,替代役梯次數,預官人數,預官梯次數,預士人數,預士梯次數","月份別,總計人數,總計梯次數,常備役人數,常備役梯次數,補充兵人數,補充兵梯次數,替代役人數,替代役梯次數,預官人數,預官梯次數,預士人數,預士梯次數",2015/5/20 16:09,臺北市政府兵役局,,13,ao-hungth@mail.taipei.gov.tw
免費,,交通及通訊,潘玉娟,2015/5/22,,捷運聯合開發公有不動產標售物件資料,依臺北市政府資料開放使用規範,捷運聯合開發公有不動產標售物件資料,2015/4/8,,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=9527ea34-7c55-4c23-9f0e-80164f888f06,"UTF-8,",87,原始資料,02-25215550-8071,"xlsx,",臺北市政府捷運工程局,"捷運,標售,聯合開發,",2015/5/22 10:25,門牌號碼、主建物面積、附屬建物面積、產權面積、標售底價、押標金,門牌號碼、主建物面積、附屬建物面積、產權面積、標售底價、押標金,2015/5/13 14:54,臺北市政府捷運工程局,,139筆,41410@trts.dorts.gov.tw
免費,,公共資訊,徐立蕙,2015/5/20,無,臺北市專用垃圾袋代售點名冊,依臺北市政府資料開放使用規範,臺北市專用垃圾袋代售點名冊,2012/6/28,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=cd95ab7d-dd94-4825-a6c5-b2ea0329ff0f,"UTF-8,",88,原始資料,02-2720-8889#4548,"XLS,",臺北市政府環境保護局,"代售商,代售點,專用垃圾袋,環境保護,",2015/5/22 09:54,廠商名稱、行政區城、地址、電話,廠商名稱、行政區城、地址、電話,2014/12/31 11:46,臺北市政府環境保護局,,2278筆,la-lihui@mail.taipei.gov.tw
免費,,休閒旅遊,廖映慈,2015/4/30,,104年1月至4月主要觀光景點遊客數統計,依臺北市政府資訊資產授權流通及加值利用作業要點,104年1月至4月主要觀光景點遊客數統計,2015/1/1,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=e0b878bb-bed7-466f-8193-d07c26507081,"UTF-8,UTF-8,UTF-8,UTF-8,",89,原始資料,27208889#7553,"PDF,PDF,PDF,PDF,",臺北市政府觀光傳播局,,2015/5/22 09:48,104年1月至4月主要觀光景點遊客數統計,104年1月至4月主要觀光景點遊客數統計,2015/5/22 09:45,臺北市政府觀光傳播局,104年1月至4月主要觀光景點遊客數統計,,qa-betty@mail.taipei.gov.tw
免費,,休閒旅遊,廖映慈,2014/12/31,,103年1月至12月主要觀光景點遊客數統計,依臺北市政府資訊資產授權流通及加值利用作業要點,103年1月至12月主要觀光景點遊客數統計,2014/1/1,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=567bda87-8726-4777-b84b-f590056869d7,"UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,",90,原始資料,27208889#7553,"PDF,PDF,PDF,PDF,PDF,PDF,PDF,PDF,PDF,PDF,PDF,PDF,",臺北市政府觀光傳播局,,2015/5/22 09:38,103年1月至12月主要觀光景點遊客數統計,103年1月至12月主要觀光景點遊客數統計,2015/5/22 09:13,臺北市政府觀光傳播局,103年1月至12月主要觀光景點遊客數統計,,qa-betty@mail.taipei.gov.tw
免費,無,生活安全及品質,姚榮昇,,無,直接飲用自來水飲水臺,依臺北市政府資料開放使用規範,臺北市直飲臺,,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=155999f2-3c5d-486b-af58-d7f4c0b0a4c9,"UTF-8,",91,原始資料,02-87335711,"CSV,",臺北自來水事業處,,2015/5/22 08:34,"直飲臺編號、轄區分處、市別、場所別、場所次分類、場所名稱、地址、行政區、管理單位、連絡電話、場所開放時間、設置地點、經度、緯度、狀態、狀態異動日期時間、最近採樣日期時間、大腸桿菌群
","直飲臺編號、轄區分處、市別、場所別、場所次分類、場所名稱、地址、行政區、管理單位、連絡電話、場所開放時間、設置地點、經度、緯度、狀態、狀態異動日期時間、最近採樣日期時間、大腸桿菌群
",2015/4/1 11:45,臺北自來水事業處,,640,rayne@water.gov.taipei
免費,,生活安全及品質,陳麗容,2015/3/31,無,臺北市政府警察局104年1-3月易發生婦幼犯罪被害地點,依臺北市政府資料開放使用規範,臺北市政府警察局易發生婦幼犯罪被害地點,2015/1/1,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=985743f7-a33e-4ac1-ad2e-7ef5ffea02e2,"UTF-8,",92,原始資料,02-27592016,"CSV,",臺北市政府警察局婦幼警察隊,,2015/5/22 08:16,區（District）、地點（Location）,區（District）、地點（Location）,2015/5/21 17:12,臺北市政府警察局婦幼警察隊,,86,pekocute@tcpd.gov.tw
免費,,公共資訊,王怡文,,,市政網站整合平台之常見問答資料集描述,依臺北市政府資料開放使用規範,市政網站整合平台之常見問答,,,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=203f1657-bb4a-45a7-b25f-279b63136645,"UTF-8,",93,原始資料,02-27208889-2864,"XML,",臺北市政府資訊局,,2015/5/21 20:50,市政網站整合平台之常見問答主要欄位說明,市政網站整合平台之常見問答主要欄位說明,2014/12/31 19:40,臺北市政府資訊局,,71,ic-a610050@mail.taipei.gov.tw
免費,,公共資訊,王怡文,,,市政網站整合平台之新聞稿資料集描述,依臺北市政府資料開放使用規範,市政網站整合平台之新聞稿,,,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=69e9dd9d-8a8c-4161-8054-f2766f8a6af2,"UTF-8,",94,原始資料,02-27208889-2864,"XML,",臺北市政府資訊局,,2015/5/21 20:50,市政網站整合平台之新聞稿主要欄位說明,市政網站整合平台之新聞稿主要欄位說明,2014/12/31 19:39,臺北市政府資訊局,,694,ic-a610050@mail.taipei.gov.tw
免費,,公共資訊,王怡文,,,市政網站整合平台之熱門活動資料集描述,依臺北市政府資料開放使用規範,市政網站整合平台之熱門活動,,,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=d8a7da0b-f5d5-43a8-8b25-6db7db5ca63d,"UTF-8,",95,原始資料,02-27208889-2864,"XML,",臺北市政府資訊局,,2015/5/21 20:49,市政網站整合平台之熱門活動主要欄位說明,市政網站整合平台之熱門活動主要欄位說明,2014/12/31 19:37,臺北市政府資訊局,,176,ic-a610050@mail.taipei.gov.tw
免費,,公共資訊,王怡文,,,市政網站整合平台之最新消息資料集描述,依臺北市政府資料開放使用規範,市政網站整合平台之最新消息,,,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=1a97fef5-dc98-4b6b-8694-5d6b3f6f2442,"UTF-8,",96,原始資料,02-27208889-2864,"XML,",臺北市政府資訊局,,2015/5/21 20:48,市政網站整合平台之最新消息主要欄位說明,市政網站整合平台之最新消息主要欄位說明,2014/12/31 19:36,臺北市政府資訊局,,823,ic-a610050@mail.taipei.gov.tw
免費,,公共資訊,吳承儒,,無,臺北市聯營公車路線圖,依臺北市政府資料開放使用規範,臺北市公車路線圖,,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=7996eec3-e88a-4abc-b602-42c81932a9f6,"UTF-8,UTF-8,UTF-8,UTF-8,null,",97,原始資料,27274168#8541,"XML,XML,XML,XML,XML,",臺北市公共運輸處,"無標籤,",2015/5/21 20:40,路線編號、路線名稱,路線編號、路線名稱,2014/12/31 11:46,臺北市公共運輸處,,171833,gt_raygowu@mail.taipei.gov.tw
免費,,公共資訊,吳承儒,,無,臺北市聯營公車站牌編號、中文名稱及位置,依臺北市政府資料開放使用規範,臺北市公車站牌位置圖,,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=48aa5bca-2a4f-4fb7-a658-43cba51d5d56,"UTF-8,UTF-8,UTF-8,",98,原始資料,27274168#8541,"XML,XML,XML,",臺北市公共運輸處,"無標籤,",2015/5/21 20:37,站牌編號、站牌中文名稱、座標(TWD67),站牌編號、站牌中文名稱、座標(TWD67),2014/12/31 11:46,臺北市公共運輸處,,35633,gt_raygowu@mail.taipei.gov.tw
免費, ,休閒旅遊,丁皓元,,無,臺北旅遊網-景點資料,依臺北市政府資料開放使用規範,臺北市臺北旅遊網-景點資料(英文),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=85c24fb5-38ad-487e-8acc-46ec0d46ee0e,"UTF-8,",99,網路服務,02-27208889-8514,"XML,",臺北市政府觀光傳播局,,2015/5/21 20:16,景點代碼、景點名稱、內容、地址、景點圖片、經緯度、發布機關,景點代碼、景點名稱、內容、地址、景點圖片、經緯度、發布機關,2014/12/31 11:56,臺北市政府觀光傳播局,,65筆, qa-hyting@mail.taipei.gov.tw
免費, ,休閒旅遊,丁皓元,,無,臺北旅遊網-景點資料,依臺北市政府資料開放使用規範,臺北市臺北旅遊網-景點資料(中文),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=bd31c976-d3a5-4eed-b8c3-7454bc266afa,"UTF-8,",100,網路服務,02-27208889-8514,"XML,",臺北市政府觀光傳播局,"台北市景點,台北景點,臺北市景點,臺北景點,",2015/5/21 20:16,景點代碼、景點名稱、內容、地址、景點圖片、經緯度、發布機關,景點代碼、景點名稱、內容、地址、景點圖片、經緯度、發布機關,2014/12/31 11:56,臺北市政府觀光傳播局,,219筆, qa-hyting@mail.taipei.gov.tw
免費,,休閒旅遊,鄭梓宣,2013/8/2,無,文化快遞資訊,依臺北市政府資料開放使用規範,臺北市文化快遞資訊,2011/9/1,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=e9bbb0c9-4d23-45b1-96d1-7b18565bbea6,"UTF-8,",101,原始資料,(02) 2720-8889 ext.3529,"XML,",臺北市政府文化局,"藝文展演,",2015/5/21 19:55,activity_id(活動代碼)、activity_name(活動名稱)、activity_type(活動分類)、join_limit(開放參觀人數)、activity_target(開放對象)、location_address1(地址)、location_address2(活動地點)、activity_startdate(活動開始日期)、activity_enddate(活動結束日期)、activity_textdate(詳細活動日期與時間)、activity_starthour(活動開始時間)、activity_endhour(活動結束時間)、need_signup(是否需要報名)、signup_startdate(開放報名日期)、signup_enddate(結束報名日期)、signup_description(報名方式說明) 、activity_charge(活動費用)、payment_description(繳款方式)、is_meal(是否供餐)、contactor_name1(活動聯絡人1姓名)、contactor_phone1(活動聯絡人1電話)、contactor_fax1(活動聯絡人1傳真)、contactor_email1(活動聯絡人1Email)、contactor_name2(活動聯絡人2姓名)、contactor_phone2(活動聯絡人2電話)、contactor_fax2(活動聯絡人2傳真)、contactor_email2(活動聯絡人2Email)、other_undertake(主辦單位)、guide_dept(指導單位)、assit_dept(協辦單位)、outsource_dept(委辦單位)、notes(備註)、title(活動網頁標題)、content(活動網頁內容)、activity_undertake(演出單位)、img1_url(大圖檔網址)、img2_url(小圖檔網址)、action_url(活動網址)、buy_url(售票網址)、hyperbook_url1(hyperbook網址1)、hyperbook_url2(hyperbook網址2),activity_id(活動代碼)、activity_name(活動名稱)、activity_type(活動分類)、join_limit(開放參觀人數)、activity_target(開放對象)、location_address1(地址)、location_address2(活動地點)、activity_startdate(活動開始日期)、activity_enddate(活動結束日期)、activity_textdate(詳細活動日期與時間)、activity_starthour(活動開始時間)、activity_endhour(活動結束時間)、need_signup(是否需要報名)、signup_startdate(開放報名日期)、signup_enddate(結束報名日期)、signup_description(報名方式說明) 、activity_charge(活動費用)、payment_description(繳款方式)、is_meal(是否供餐)、contactor_name1(活動聯絡人1姓名)、contactor_phone1(活動聯絡人1電話)、contactor_fax1(活動聯絡人1傳真)、contactor_email1(活動聯絡人1Email)、contactor_name2(活動聯絡人2姓名)、contactor_phone2(活動聯絡人2電話)、contactor_fax2(活動聯絡人2傳真)、contactor_email2(活動聯絡人2Email)、other_undertake(主辦單位)、guide_dept(指導單位)、assit_dept(協辦單位)、outsource_dept(委辦單位)、notes(備註)、title(活動網頁標題)、content(活動網頁內容)、activity_undertake(演出單位)、img1_url(大圖檔網址)、img2_url(小圖檔網址)、action_url(活動網址)、buy_url(售票網址)、hyperbook_url1(hyperbook網址1)、hyperbook_url2(hyperbook網址2),2014/12/31 11:56,臺北市政府文化局,,732,bt_phoebe@mail.taipei.gov.tw
免費, ,公共資訊,王彩媚,,無,臺北市已立案宗教團體點位資料,依臺北市政府資料開放使用規範,臺北市已立案宗教團體點位資料,,無,每日,http://data.taipei/opendata/datalist/datasetMeta?oid=86672d20-9c69-4c24-859b-078862c4e699,"UTF-8,",102,原始資料,02-27258357,"XML,",臺北市政府民政局,,2015/5/21 19:44,"編號(SNO),類別(RELIGION_TYPE),名稱(CB_NAME),簡稱(CB_SNAME),行政區(ptname1),里(v_name),教別(CB_REG_TITLE),負責人(CB_PRESIDENT_NAME),電話(CB_TEL),地址(total_addr),路街(R_STREET),段(R_SECTION),巷(R_LANE),弄(R_ALLEY),號(R_NO),地址-其他(R_OTHER),坐標(X),坐標(Y),祭典日期(DATA_STR),證號(REG_NO)","編號(SNO),類別(RELIGION_TYPE),名稱(CB_NAME),簡稱(CB_SNAME),行政區(ptname1),里(v_name),教別(CB_REG_TITLE),負責人(CB_PRESIDENT_NAME),電話(CB_TEL),地址(total_addr),路街(R_STREET),段(R_SECTION),巷(R_LANE),弄(R_ALLEY),號(R_NO),地址-其他(R_OTHER),坐標(X),坐標(Y),祭典日期(DATA_STR),證號(REG_NO)",2014/12/31 11:05,臺北市政府民政局,,,tsaimei@civil.tcg.gov.tw
免費,,公共資訊,楊？昆,,,提供「查詢列管營業場所消防安全檢查資料」。,依臺北市政府資料開放使用規範,臺北市列管營業場所消防安全檢查結果,,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=b6aa4716-aa07-4aac-9ffc-57df0f1f529f,"UTF-8,",103,原始資料,02-27297668-6150,"JSON,",臺北市政府消防局,"消防安全檢查,",2015/5/21 19:43,"場所名稱,場所地址,場所用途,最近檢查日期,大隊,列管單位,經度,緯度,檢查結果","場所名稱,場所地址,場所用途,最近檢查日期,大隊,列管單位,經度,緯度,檢查結果",2014/12/31 11:05,臺北市政府消防局,"http://safety.tfd.gov.tw/TPEMAP/

上述網址為現有開放民眾查詢功能
",25432,buybuybabe@tfd.gov.tw
免費,,生活安全及品質,林純慧,,無,道路挖掘即時施工通報資訊。,依臺北市政府資料開放使用規範,臺北市今日施工資訊,,無,每30分鐘,http://data.taipei/opendata/datalist/datasetMeta?oid=4d29818c-a3ee-425d-b88a-22ac0c24c712,"UTF-8,UTF-8,",104,原始資料,27258235#8235,"JSON,xlsx,",臺北市政府工務局新建工程處,,2015/5/21 19:32,"核備文號(Ac_no),期數(St_no),序號(sno),通報類別(AppMode),X座標(X),Y座標(Y),通報時間(AppTime),施工單位(App_Name),行政區(C_Name),施工位置(Addr),核准施工起日(Cb_Da),核准施工迄日(Ce_Da),施工時段(Co_Ti),監工(Tc_Ma),監工電話(Tc_Tl),廠商現場施工人員(Tc_Ma3),現場施工人員手機(Tc_Tl3),挖掘目的(NPurp),逾時原因(DType)
","核備文號(Ac_no),期數(St_no),序號(sno),通報類別(AppMode),X座標(X),Y座標(Y),通報時間(AppTime),施工單位(App_Name),行政區(C_Name),施工位置(Addr),核准施工起日(Cb_Da),核准施工迄日(Ce_Da),施工時段(Co_Ti),監工(Tc_Ma),監工電話(Tc_Tl),廠商現場施工人員(Tc_Ma3),現場施工人員手機(Tc_Tl3),挖掘目的(NPurp),逾時原因(DType)
",2014/12/31 11:57,臺北市政府工務局新建工程處,"「通報類別」代碼及名稱對應:
施工通報(0)
逾時通報(2)
銑鋪通報(3)
搶修通報(4)
道路維護通報(5)
",41,cz_jullie@mail.taipei.gov.tw
免費,,生活安全及品質,陳子喬,,無,提供本市燃氣熱水器承裝業名冊查詢,依臺北市政府資料開放使用規範,臺北市政府燃氣熱水器承裝業名冊,2006/2/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=3a45616d-c4b3-4676-b28c-24e5c9c90bd0,"UTF-8,",105,原始資料,02-27297668-6121,"JSON,",臺北市政府消防局,"承裝業名稱,營業場所地址,登記字號,連絡電話,",2015/5/21 19:28,serial_number(序號)、name(承裝業名稱)、register_number(營業之登記字號(北市消承字號))、company_tax_ID(統一編號)、register_address(公司或商業登記地址)、business_address (營業場所地址)、telephone (連絡電話)、the_name_of_responsiable_person(負責人姓名)、release_date_of_license(發證日期)等,serial_number(序號)、name(承裝業名稱)、register_number(營業之登記字號(北市消承字號))、company_tax_ID(統一編號)、register_address(公司或商業登記地址)、business_address (營業場所地址)、telephone (連絡電話)、the_name_of_responsiable_person(負責人姓名)、release_date_of_license(發證日期)等,2014/12/31 10:58,臺北市政府消防局,,213,y3ful6@tfd.gov.tw
免費,,公共資訊,孫旭明,2013/7/31,無,提供臺北市動物之家「開放認養動物」相關資料。,依臺北市政府資料開放使用規範,臺北市開放認養動物,2012/12/1,無,每日,http://data.taipei/opendata/datalist/datasetMeta?oid=6a3e862a-e1cb-4e44-b989-d35609559463,"UTF-8,",106,原始資料,87913254#3250,"JSON,",臺北市動物保護處,"動物,動物認養,認養,",2015/5/21 19:26,Name(名稱)、Sex(性別)、Type(動物種類)、Build(體型)、Age(年齡)、Variety(品種)、Reason(進所原因)、AcceptNum(收容編號)、ChipNum(晶片號碼)、IsSterilization(絕育否)、HairType(毛色)、Note(描述)、Resettlement(位置)、Phone(聯絡電話)、Email(聯絡email)、ChildreAnlong(可否與其他孩童相處)、AnimalAnlong(可否與其他動物相處)、Bodyweight(體重)、ImageName(圖片),Name(名稱)、Sex(性別)、Type(動物種類)、Build(體型)、Age(年齡)、Variety(品種)、Reason(進所原因)、AcceptNum(收容編號)、ChipNum(晶片號碼)、IsSterilization(絕育否)、HairType(毛色)、Note(描述)、Resettlement(位置)、Phone(聯絡電話)、Email(聯絡email)、ChildreAnlong(可否與其他孩童相處)、AnimalAnlong(可否與其他動物相處)、Bodyweight(體重)、ImageName(圖片),2014/12/31 10:57,臺北市動物保護處,,245,tcapo041@mail.taipei.gov.tw
免費,,生活安全及品質,陳明惠,,無,臺北市公廁點位資訊,依臺北市政府資料開放使用規範,臺北市公廁點位資訊,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=8a4bc326-72f8-4ddf-8d57-9881a528992e,"UTF-8,",107,原始資料,02-2728-7299,"XML,",臺北市政府環境保護局,"公廁,環境保護,",2015/5/21 19:24,列表代碼、列表名稱、地址、內容、經度、緯度,列表代碼、列表名稱、地址、內容、經度、緯度,2014/12/31 11:57,臺北市政府環境保護局,,1925,la-minghui@mail.taipei.gov.tw 
免費, ,生活安全及品質,羅小芸,,無,臺北市垃圾清運點位資訊,依臺北市政府資料開放使用規範,臺北市垃圾清運點位資訊,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=119efc37-541b-4aca-a16a-7ba210aafa1f,"UTF-8,",108,網路服務,02-2728-7273,"XML,",臺北市政府環境保護局,"垃圾清運,環境保護,",2015/5/21 19:22,發布單位、名稱、內容、經度、緯度、更新時間,發布單位、名稱、內容、經度、緯度、更新時間,2014/12/31 11:57,臺北市政府環境保護局,,4085筆,la-jessicalo@mail.taipei.gov.tw 
免費,,公共資訊,李承軒,2012/12/31,無,臺北市企業營運總部分布圖。,依臺北市政府資料開放使用規範,臺北市企業營運總部分布圖,2008/1/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=d23e6ef4-3b78-4e74-8f8e-93cbe0c66515,"UTF-8,",109,原始資料,02-27996898-215,"XML,",臺北市政府產業發展局,"企業營運總部,",2015/5/21 19:18,企業名稱、公司地址、統一編號、董事長、產業類別、所屬園區、座標(TWD97)、網址,企業名稱、公司地址、統一編號、董事長、產業類別、所屬園區、座標(TWD97)、網址,2014/12/31 11:46,臺北市政府產業發展局,,243,ea-10013@mail.taipei.gov.tw 
免費,,公共資訊,謝銘元,,無,臺北市加油站及加氣站分布圖。,依臺北市政府資料開放使用規範,臺北市加油站及加氣站分布圖,2008/1/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=2385447a-6793-4055-8ce0-b601ffa5e9b5,"UTF-8,",110,原始資料,02-27208889-6611,"XML,",臺北市政府產業發展局,"加氣站,加油站,",2015/5/21 19:16,行政區、名稱、站名、供油廠商、地址、電話、營業時間、加油站、加氣站、座標(TWD97),行政區、名稱、站名、供油廠商、地址、電話、營業時間、加油站、加氣站、座標(TWD97),2014/12/31 11:48,臺北市政府產業發展局,,78,ea-40282@mail.taipei.gov.tw
免費,,公共資訊,賴槿妍,,無,臺北市登記工廠分佈圖。,依臺北市政府資料開放使用規範,臺北市登記工廠分佈圖,1952/1/1,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=c8215f0d-20fa-4350-bcd9-da82432c2c9d,"UTF-8,",111,原始資料,02-27208889-6562,"XML,",臺北市政府產業發展局,"工廠,",2015/5/21 19:14,編號、工廠名稱、地址、座標(TWD97)、負責人,編號、工廠名稱、地址、座標(TWD97)、負責人,2014/12/31 11:53,臺北市政府產業發展局,,1209,ea-10130@mail.taipei.gov.tw
免費,,生活安全及品質,何明燦,,無,取得本市公用天然氣導管承裝業執照業者資料。,依臺北市政府資料開放使用規範,臺北市公用天然氣導管承裝業業者,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=3a7f9832-d020-4a6d-9b4d-6727fc149352,"UTF-8,",112,原始資料,02-27208889-1306,"XML,",臺北市政府產業發展局,"天然氣,",2015/5/21 19:12,承裝業名稱、證號、營利事業統一編號、營業地址、負責人姓名、核准日期/文號,承裝業名稱、證號、營利事業統一編號、營業地址、負責人姓名、核准日期/文號,2014/12/31 11:57,臺北市政府產業發展局,,38,ea-10283@mail.taipei.gov.tw
免費,,生活安全及品質,何明燦,,無,取得本市電器承裝業登記執照業者資料。,依臺北市政府資料開放使用規範,臺北市電器承裝業業者,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=166c8468-c496-4e27-ade3-13ee7d4a3881,"UTF-8,",113,原始資料,02-27208889-1306 ,"XML,",臺北市政府產業發展局,"電器,",2015/5/21 19:10,"承裝業名稱,證號,營利事業統一編號,營業地址、負責人姓名、核設日期/文號","承裝業名稱,證號,營利事業統一編號,營業地址、負責人姓名、核設日期/文號",2014/12/31 11:57,臺北市政府產業發展局,,858,ea-10283@mail.taipei.gov.tw 
免費,,公共資訊,何明燦,,無,取得本市自來水管承裝商許可業者資料。,依臺北市政府資料開放使用規範,臺北市自來水管承裝商業者,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=81b2a881-d37b-41b0-b9e0-39a2fef486ce,"UTF-8,",114,網路服務,02-27208889-1306 ,"XML,",臺北市政府產業發展局,"自來水,",2015/5/21 19:08,承裝商名稱、證號、營業地址、負責人姓名,承裝商名稱、證號、營業地址、負責人姓名,2014/12/31 11:56,臺北市政府產業發展局,,505,ea-10283@mail.taipei.gov.tw 
免費,,休閒旅遊,林虹伶,2013/12/31,,"為瞭解來臺旅客在臺北市之消費及動向，觀光傳播局自101年開始辦理「來臺旅客在臺北市之消費及動向調查」，主要目的在推估來臺旅客到訪臺北市的比率、旅遊動機、動向、在臺北市之消費金額及消費情形，對臺北市的印象等，所得訊息供相關單位訂定觀光宣傳推廣策略、改善觀光設施及提昇服務品質之參考。
",依臺北市政府資訊資產授權流通及加值利用作業要點,來臺旅客在臺北市之消費及動向調查,2012/7/1,,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=37621451-9492-4081-bf59-8b12f7a613fc,"UTF-8,UTF-8,UTF-8,UTF-8,",115,原始資料,27208889-7562,"PDF,PDF,PDF,PDF,",臺北市政府觀光傳播局,,2015/5/21 18:20,從摘要「臺北市國際旅遊市場相關指標值」可知該調查年度來臺旅客人次、來臺旅客到訪臺北市比率、來臺旅客到訪臺北市人次、臺北市觀光外匯收入、來臺旅客在臺北市平均每人每次消費、來臺旅客在臺北市平均每人每次消費、來臺旅客在臺北市平均停留天數、來臺旅客在臺北市平均每人每日消費、來臺旅客到訪臺北市對臺北市旅館整體滿意度等。,從摘要「臺北市國際旅遊市場相關指標值」可知該調查年度來臺旅客人次、來臺旅客到訪臺北市比率、來臺旅客到訪臺北市人次、臺北市觀光外匯收入、來臺旅客在臺北市平均每人每次消費、來臺旅客在臺北市平均每人每次消費、來臺旅客在臺北市平均停留天數、來臺旅客在臺北市平均每人每日消費、來臺旅客到訪臺北市對臺北市旅館整體滿意度等。,2015/5/15 16:09,臺北市政府觀光傳播局,,,qa-elflin@mail.taipei.gov.tw
